財政大臣 ( 英國 ),財政大臣（Chancellor of the Exchequer）是英國內閣中，主管經濟與金融事務之官員職稱，通常簡稱財相（The Chancellor）。財政大臣負責管理女皇陛下財政部，職位相當於其他國家的「財政部長」。財政大臣一般被認為是重大國務官位之一，地位更是僅次於英國首相。 現任財政大臣是夏文達閣下，MP，屬保守黨籍。 在一眾主要官職中，財政大臣是英格蘭與聯合王國兩地，歷史第三悠久的官職。此職最初職掌是管理國庫（Exchequer），而國庫在中世紀英格蘭時代則是負責收集皇家歲入的。直至近代，財政大臣除了主理財政政策外，還負責制定貨幣政策。不過，隨著英倫銀行在1997年取得獨立控制利率的權力以後，財相失去對這方面的權力。另外，財政大臣亦照管政府部門內的公共開支。 財政大臣的英文職稱與大法官（Lord Chancellor）、蘭開斯特公爵領地事務大臣、高等法院大法官法庭庭長（Chancellor of the High Court）與理財法院首席法官（Lord Chief Baron of the Exchequer）相近。
教会税,教会税（德語：Kirchensteuer，丹麥語：Kirkeskat，英语：Church tax，或ecclesiastical Taxation），是对宗教团体的成员征收的一种税，在奥地利、丹麦、芬兰、德国、冰岛、意大利、瑞典、部分瑞士地区以及其他少数国家征收。
中央區 ( 大阪市 ),中央區（日语：中央区／ちゅうおうく Chūō ku */ ? ）是日本大阪市24區的其中之一，也是大阪府府廳的所在地。
除息价格,除息价格或净价、干净价格（英文：Clean price），是在金融中，相对于债券的含息价格而言的，指债券除去应计利息（自上次付息日以来所累积的利息）的价格。 除息价格 = 含息价格 - 应付利息 就长期而言，债券的除息价格相对于其含息价格要更加稳定。一般来说，除息价格如果发生变化，一般是因为经济原因，如利率变化或债券发行者信用的改变。
担保物权,担保物权（英语：collateral；德語：Pfandrecht；法语：sureté réelle；日語：担保物権；留置權）乃为担保债权实现而在一定程度上设定的物权，与用益物权共同被称作限制物权。用益物权的目的在于物的使用价值，而担保物权最终通过将标的物出卖而获得的金钱用于实现债权。担保物权分为根据法律规定而产生的法定担保物权以及根据契约而产生的约定担保物权。在民法上所规定的留置权和优先权属于法定担保物权，而抵押权和质权属于约定担保物权。此外，随着经济活动的多样化，目前出现了让与担保，所有权保留等多种非典型担保方式。 各种担保物权的共性，有附随性，不可分性，物上代位性（留置权无）等性质。
安慰函,安慰函是商业活动中的一类文件，表示一家公司作为商业合同的一方的财务合理性与支持信息。 可由注册会计师声明该公司的招股书依据通行的会计准则没有虚假或误导信息。也可用于提供评价公司的资产，如油气公司的地质储量。 安慰函也可用于子公司的父公司或银行的书面保证以 “ 安慰 ” 客户该公司有能力或愿意偿债。虽然在绝大多数国家安慰函对于合同各方没有法律强制约束力，但是出具安慰函的一方是在使用自己的 “ 商誉 ” 为担保代价。
佣金,佣金或傭金是商業活動中勞務報酬的一種，一般而言是指提供給中介或代理的報酬。而所謂的中間人是指在商業行為中促成交易的角色，例如房地產買賣的仲介商、股票市場的證券所和拍卖行等等。 佣金制度鼓勵中介人多勞多得，向高佣的的生意傾斜。
衝動購物症,Gay
應急可轉債,應急可轉債，（英語：Contingent Convertible Bond （CoCo），也稱作Enhanced Capital Note （ECN）），俗稱CoCo債，是一種金融衍生性商品。
信用風險,信用風險（Credit risk）是指交易對手未能履行約定契約中的義務而造成經濟損失的風險。由於信用風險會對公司或個人的利益產生很大的影響，因此信用風險管理變成很重要的工作，較大的公司常有專門人員，針對各個交易對象的信用狀況作評估來衡量可能的損益以及減低可能的損失。一般而言，風險越高，債務人將被要求償還債務的利率就越高。信用風險主要發生在藉款人無法自願或不情願地支付到期款項時。 信用風險管理，指的是针对交易對手、借款人或債券發行人具有違約「可能性」所產生的風險，進行管理。詳細拆分此風險成分，可以區分成「違約機率」、「違約損失率」、「違約曝險額」。 信用風險管理為目前金融業界的最大課題。除了針對「放款部位」進行信用風險管理外，也需要針對其投資的「交易對手」，或「證券發行者」進行信用風險管理。
金融信用,金融信用（英语：Credit），即提供贷款和产生债务。在许多场合，金融信用也可以指借债方偿还债务的信誉和能力。信用意指一個人能夠先取得金錢或是商品，日後再行付款的限度。信用产生的另一种方式是商品交易过程中的延迟付款。在延遲期限前還清欠款，就是正面的信用紀錄，所以時常欠款又還清的人反而比不曾借錢動用信用的人有更好紀錄「成績」，信用額度也更容易擴大。 如果過時限借錢不還稱為违约。對象是金融機構的話，個人违约状况會被在信用資訊的数据库（例如台灣的財團法人金融聯合徵信中心）註記，各家金融機構於承作借款業務前都會先查詢。在多數國家，违约严重时再次向合法金融機構借款会很困难，直到协议或法庭作出判決后得到解决。而即使已還款，違約記錄的註記也可能會揭露數年的時間。。
信用紧缩,信用紧缩（或信贷紧缩），信贷经济中资产流动性降低时的经济现象或时期，表现在借贷困难、现金难求。在英國通常指2008金融海嘯。 簡單的說就是即使利率 ( 存款利率、市場利率 ) 下降，也难以从金融機構借到钱的情形。
信用保险,信用保险是以信用风险作为保险标的，保险人对被保证人的作为或不作为致使权利人遭受损失负赔偿责任的保险。
信用评级,信用评级的目的是顯示受评对象信贷违约风险的大小，一般由某些专门信用评估机构进行。 评估机构针对受评对象金融状况和有关历史的数据进行调查、分析，从而对受评对象的金融信用状况给出一个总体的评价。信用報告（或信用評分） - 是信用評級的一個子集 - 它是個人信用評估的數字評估，由信用局或消費者信用報告機構完成。 信用评估最初产生于20世纪初期的美国。1902年，穆迪公司的创始人约翰·穆迪开始对当时发行的铁路债券进行评级。后来延伸到各种金融产品及各种评估对象，现在大体分类为： 资本市场上的信用评估机构，对国家、银行、证券公司、基金、债券及上市公司进行信用评级，著名国际评级机构有：穆迪（Moody's）、标准普尔（Standard & Poor's）和惠誉国际（Fitch Rating） 商业市场上的信用评估机构，他们对商业企业进行信用调查和评估，著名企业有邓白氏公司（Dun & Bradstreet） 消费者信用评估机构，他们提供消费者个人信用调查情况。著名消费者信用评估机构有Equifax公司、環聯資訊有限公司（TransUnion）和益百利公司（Experian）
债权人,債權人俗稱債主（creditor），是与债务人相对应的法律术语。如果甲方（可以是自然人、企业法人或政府等）有权要求乙方主张特定的服务或财产，则称甲方为「債權人」，称乙方为「债务人」。一般情况下，债权人会基于债务人将向其偿付等价值的服务或财产的假定下而向乙方提供一定价值的财产或服务，而该假定一般是由契約支持的。比如甲方向乙方支付了货款购买乙方的产品，在乙方收到资金但尚未将产品交付甲方时，甲方为乙方的「债权人」，乙方为甲方的「债务人」。 预付方（Creditors）主要是指预付款者，有权请求他方为特定行为的权利主体，是指那些对企业提供需偿还的融资的机构和个人，包括给企业提供贷款的机构或个人（贷款债权人）和以出售货物或劳务形式提供短期融资的机构或个人（商业债权人）。贷款债权人最关心的是债权的安全，包括贷款到期的收回和利息的偿付。因此，他们需要了解企业的获利能力和现金流量，以及有无其他需要到期偿还的贷款。 商业债权人最关心的是企业准时偿还贷款的能力，因此，他们需要了解企业的短期偿债能力，包括流动比率、速动比率、现金比率。 按中国大陆现行法律的规定，在民间借贷关系中，将钱借给他人的人，称为债权人；相对而言从别人手中借钱，欠别人钱的人称为债务人。
債權,債權（德語：Obligation ( Recht ) 、英语：law of obligations）是大陆法系法律體系中，一方當事人得請求他方當事人為一定行為（作為或不作為）的司法上权利，規範此類權利發生、進行及消滅之法律即為債法。本於權利義務相對原則，相對於債權者為债务，即必須為一定行為（作為或不作為）的司法上義務。因此債之關係本質上即為一司法上的債權債務關係，債權和債務都不能單獨存在，否則即失去意義。 和物权不同的是，債權是一種典型的相對權，只在债权人和債務人間發生效力，原則上債權人和債務人之間的債之關係不能對抗第三人。
群眾募資,群眾募資又稱群眾集資、公眾集資、群募、公眾籌款或眾籌，是指个人或小企业通过互联网向大众筹集资金的一种集資方式。。群眾募資主要透過網際網路展示宣傳計划內容、原生設計與創意作品，並與大眾解釋通过募集资金讓此作品量產或實現的計划。支持、參與的群眾，則可藉由「購買」或「贊助」的方式，投入該計畫以實現計划、設計或夢想。在一定的時限內，達到事先設定募資的金額目標後即為募資成功，開始使用募得的金錢進行計劃。 一般而言群眾募資是透過網路上的平台連結起贊助者與提案者，用來支持各種活動，包含災害重建、民間記者、競選活動、創業募資、藝術創作、自由軟體、設計發明、科學研究以及公共專案等。根據Wiki的資料，全世界第一個產生的众筹活動，是1997年的英國樂團Marillion。他們透過從廣大的群眾中募集款項，成功的募集了6萬6666美金，成功地完成了美國的巡迴演出。
密碼貨幣,密码货币（英文：Cryptocurrency，又译密碼學货币、加密货币）是一種使用密碼學原理來確保交易安全及控制交易單位創造的交易媒介。跟平常使用的紙幣需要防偽設計一樣，加密货币的防偽是利用數字貨幣和虛擬貨幣使用密碼學及數字雜湊而成並與智慧合約的綁定之下的新型通證。比特幣在2009年成為第一個去中心化的加密货币，這之後加密货币一詞多指此類設計。 自此之後數種類似的加密货币被創造，它們通常被稱作altcoins。加密货币基于去中心化的共识机制，與依赖中心化监管体系的银行金融系統相對。去中心化的性質源自於使用分散式帳本的區塊鏈（Blockchain）技術。根據一項預測，加密貨幣到2018年的市值預計將高達1-2萬億美元。
流动比率,流動比率（Current ratio）是個用來衡量公司在未來12個月內是否具有足夠資源來償還其債務的一種財務比率。以公司的流動資產與流動負債做比較衡量，公式如下： 流動比率能顯示一個公司的市場流動性和滿足債權人要求的能力。流動比率因行業而異，一般數字在1.5到3之間為健康的企業。如果一個公司的流動比率是在這個範圍內，那麼它通常表示具有良好的短期金融實力。如果流動負債超過流動資產（流動比率小於1），那麼該公司可能產生短期償債能力的問題。如果流動比率過高，那麼該公司可能無法有效地利用其現有資產或短期融資，這也可能顯現在公司營運資金管理的問題。
應收帳款週轉天數,應收帳款週轉天數，指公司从产品销售到获得客户付款所需要的时间（天数）。 對於企業內部的管理者而言，可以採用應收帳款流通在外的天期（Days of Sales Outstanding）計算。以資產負債表日的應收帳款餘額，逐月減去最近期的銷售額來持算收款天期，這個方法的理論基礎是期末的應收帳款主要係由近期的銷貨所產生，因此將應收帳款餘額逐月往前扣除月銷貨金額，即可的應該收款流通在外天數，也就是該收帳款收款天數。 應收帳款的週轉率或收款天期的分析，可作為應收帳款管理的指標，經由連續會計期間的比較分析，可得出一個管理積效的趨勢，任何重大的變化都可能是經營上的一警訊，可提醒管理者進一步深入分析，甚至採取改善措施。
债务,债或债务（英语：Debt），可以简单的解释为一個自然人或公司、财团、组织、政府等机构法人亏欠其他個體的東西，可以是金钱，也可以是別的有價物。 债务有别于会计意义上的负债（Liabilities）。
