Ιδιοσυγκρασία,"Η ιδιοσυγκρασία είναι το σύνολο των ειδικών βιολογικών και ψυχολογικών στοιχείων που χαρακτηρίζουν ένα άτομο , καθορίζουν την προσωπικότητα ,"
Σύνδρομο Κλαϊνεφέλτερ,Το σύνδρομο Κλαϊνεφέλτερ είναι μια χρωμοσωμική ανωμαλία που χαρακτηρίζεται από ελάχιστα ή ανύπαρκτα σπερματοζωάρια στο σπέρμα . Το σύνδρομο Κλαϊνεφέλτερ
Κομπούχα,"Το κομπούχα είναι ποτό , προϊόν ζύμωσης , ελάχιστα ανθρακούχο , αρωματισμένο με μαύρο ή πράσινο τσάι . Θεωρείται λειτουργικό"
Ναρκισσισμός,Ο όρος ναρκισσισμός μπορεί να χρησιμοποιηθεί είτε από επιστήμονες ψυχολόγους για να περιγραψεί έναν τύπο διαταραχής προσωπικότητας ( της ναρκισσιστικής
Φάρμακο,Φάρμακο γενικά ονομάζεται κάθε χημική ουσία ικανή να επηρεάσει την λειτουργία του οργανισμού κάθε έμβιου όντος ή μικροοργανισμού όταν εισέλθει
Ιατρική,Η Ιατρική είναι επιστήμη και τέχνη που ασχολείται με την έρευνα και την εφαρμογή μεθόδων και τεχνικών για την πρόληψη
Μικροφαλλία,"Η μικροφαλλία είναι ένας κλινικός όρος πού αναφέρεται σε πέη , το μέγεθος των οποίων είναι μικρότερο κατά 2,5 σταθερές"
Νεκροψία,Νεκροψία είναι η εξέταση πτώματος για την ανεύρεση και διαπίστωση των αιτιών του θανάτου καθώς και των συνθηκών υπό τις
Νευρώνας,Νευρώνας ή νευρικό κύτταρο είναι το κύτταρο που αποτελεί δομικό μέρος και λειτουργική μονάδα του νευρικού συστήματος . Κάθε νευρώνας
Ορχιδόμετρο,Ορχιδόμετρο ονομάζεται ένα ιατρικό εργαλείο που χρησιμοποιείται στη μέτρηση του μεγέθους και συγκεκριμένα του όγκου των όρχεων . Η μέτρηση
Οστεοπαθητική,"Η οστεοπαθητική είναι μια επιστήμη επαγγελματιών υγείας που εξειδικεύεται στην διάγνωση , αξιολόγηση , πρόληψη και θεραπεία του μυοσκελετικού συστήματος"
Παρασιτολογία,"Η παρασιτολογία ( parasitology ) είναι μια συνολική επιστήμη με κύριο αντικείμενο την έρευνα , εξέταση και καταστολή των παρασίτων"
Περιγεννητική θνησιμότητα,"Η Περιγεννητική θνησιμότητα αφορά τον αριθμό των θνησιγενών και νεογνικών θανάτων , πρώιμων και όψιμων σε κάθε 1000 γεννήσεις"
Πλαστική χειρουργική,Πλαστική χειρουργική είναι η ειδικότητα της ιατρικής που ασχολείται με την αποκατάσταση ή τη βελτίωση της λειτουργίας μιας σειράς ιατρικών
Τσι κουνγκ,Το τσι κουνγκ ( ή τσι γκουνγκ ή τσιγκόνγκ ή τσι γκονγκ ή τσι κονγκ· απλοποιημένα κινέζικα : 气功· παραδοσιακά
Ράβδος του Ασκληπιού,"Σύμφωνα με την ελληνική μυθολογία , ο Ασκληπιός , θεός της Υγείας και της Ιατρικής , έφερε μία ράβδο στην"
Σιάτσου,Το σιάτσου ( shiatsu ) είναι μια μέθοδος χειρομάλαξης ( μασάζ ) που ενισχύει την ευεξία . Ως ολοκληρωμένη τεχνική
Λογοθεραπεία,"Λογοθεραπεία είναι η επιστήμη που ασχολείται με τις διαταραχές λόγου , φωνής ομιλίας και μάσησης – κατάποσης σε παιδιά και"
Σύνδρομο,Το σύνδρομο είναι ένα σύνολο κλινικών συμπτωμάτων και σημείων που σχετίζονται με την ίδια κλινική εικόνα . Στην παγκόσμια ιατρική
Θανατολογία,"Θάνατος είναι το μοιραίο βιολογικό φαινόμενο κατά το οποίο αναστέλλονται διαδοχικά και οριστικά όλες οι λειτουργίες του οργανισμού , με"
Παραδοσιακή κινέζικη ιατρική,Η κινέζικη ιατρική ( κινέζικα : 中醫 `` τζονγκ γι '' ) περιλαμβάνει ένα μεγάλο εύρος παραδοσιακών ιατρικών πρακτικών οι
Σύνδρομο Τέρνερ,"Το σύνδρομο Τέρνερ ή σύνδρομο Ούλριχ-Τέρνερ ( επίσης γνωστό ως `` Γενετική δυσγένεση '' ) καλύπτει διάφορους όρους , των"
Σύνδρομο στέρησης,"Σύνδρομο στέρησης ονομάζεται το σύνολο των σωματικών και ψυχολογικών συμπτωμάτων και συνεπειών που εμφανίζονται , όταν διακόπτεται απότομα ή μειώνεται"
