Шкала Прадера,"Шкала Прадера или стадирование Прадера — система грубой оценки степени вирилизации половых органов человека , сходная с шкалой Куигли ."
Предрак,"Предрак или предопухолевое состояние — врождённые или приобретённые изменения тканей , способствующие возникновению злокачественных новообразований . Для многих опухолей такие"
Преимплантационная генетическая диагностика,"Преимплантационная генетическая диагностика ( ПГД ) — диагностика генетических заболеваний у эмбриона человека перед имплантацией в слизистую оболочку матки ,"
Профилактическая медицина,"Профила́ктика ( греч . πρόφύλακτικός « предохранительный » ) — в медицине , комплекс мероприятий , направленных на предупреждение возникновения"
Проблемное обучение,"Проблемное обучение — организованный педагогом способ активного взаимодействия субъекта с проблемно-представленным содержанием обучения , в ходе которого он приобщается к"
Прогноз,"Прогно́з ( от греч . πρόγνωση « предвидение , предсказание » ) — это научно обоснованное суждение о возможных состояниях"
Псевдогермафродитизм,"Псевдогермафродитизм ( ложный гермафродитизм ) — термин , применяемый при описании организма , располагающего вторичными половыми признаками или фенотипом ,"
Психосоматика,Психосоматика ( др.-греч . ψυχή — душа и σῶμα — тело ) — направление в медицине ( психосоматическая медицина )
Лёгочная консолидация,Лёгочная консолидация ( лёгочное опеченение ) — уплотнение лёгочной ткани за счёт заполнения воздушных в норме альвеол содержимым ( экссудатом
Пульсоксиметрия,"Пульсоксиметрия ( оксигемометрия , гемоксиметрия ) — неинвазивный метод определения степени насыщения крови кислородом . В основе метода лежит спектрофотометрический"
Электромеханическая диссоциация,"Электромеханическая диссоциация — отсутствие механической активности сердца при наличии электрической ( то есть ЭКГ на мониторе , при клинике остановки"
Гной,"Гной ( гнойный экссудат ) — мутный экссудат , возникающий в результате гнойного или серозно-гнойного воспаления тканей . Процесс образования"
Гниение,"Гние́ние ( аммонификация ) — процесс разложения азотсодержащих органических соединений ( белков , аминокислот ) в результате их ферментативного гидролиза"
Пионефроз,"Пионефроз ( лат . pyonephrosis ) — заболевание , являющееся терминальной стадией гнойно-деструктивного пиелонефрита ."
Цигун,"Цигун ( кит . трад . 氣功 , упр . 气功 , пиньинь : qìgōng ) — это комплексы традиционных"
Шарлатанство,"Шарлата́нство ( от фр . charlatan и итал . ciarlatano итал . chiarlare говорить с пафосом , напыщенно ) —"
Шкала Куигли,"Шкала Куигли представляет собой описательную визуальную систему фенотипической оценки гениталий , которая использует семь классов между « полностью маскулинизированными »"
Радиочастотная катетерная абляция,"Это направление хирургического лечения нарушений ритма . Сюда относят ряд методов , при которых очаг аритмии ( патологические проводящие пути"
Радиоактивные препараты,"Радиоакти́вные фармацевтические препара́ты ( англ . radiopharmaceuticals ) — фармацевтические препараты , в составе которых присутствует нестабильный изотоп , делающий"
Экспресс-тест на стрептококков,"Экспресс-тест на стрептококков ( англ . Rapid strep test ) — широко используемый в клиниках тест , позволяющий в короткие"
Ребёфинг,"Ребёфинг ( англ . rebirthing ) — дыхательная психотехника , созданная в начале 1970-х годов в США Леонардом Орром ."
Клиническая ординатура,Клиническая ординатура — это часть многоуровневой системы высшего профессионального образования медицинских работников в СССР и странах постсоветского пространства ( кроме
"Гольдшмидт , Рихард",Ри́хард Бару́х-Бенеди́кт Го́льдшмидт ( нем . Richard Baruch-Benedikt Goldschmidt ; 12 апреля 1878 — 24 апреля 1958 ) — американский
Трупное окоченение,"Тру́пное окочене́ние ( лат . rigor mortis ) — один из признаков смерти , обусловленный посмертными химическими процессами в мышечной"
Рискованное сексуальное поведение,"Рискованное сексуальное поведение — половые контакты и в некоторых случаях сопутствующее им поведение ( приём наркотиков , алкоголя ) ,"
Посох Асклепия,"Посох Асклепия — распространённый медицинский символ . По легенде , древнегреческий бог медицины и врачевания Асклепий , шёл , опираясь"
Розен-метод,"Розен-метод — один из методов телесно-ориентированной психотерапии , сочетающий вербальный контакт и работу с хронически напряжёнными мышцами тела . Метод"
"Райф , Роял Реймонд",Роял Реймонд Райф ( англ . Royal Raymond Rife ) ( 16 мая 1888 — 5 августа 1971 ) —
Склероз,"Склеро́з — замена органов плотной соединительной тканью . Склероз не является самостоятельным заболеванием , а служит патоморфологическим проявлением другого основного"
Диспансеризация,"Диспансеризация , так же распространён термин : скрининг ( от англ . screening — массовое обследование ) — комплекс мероприятий"
Второе мнение,Второе мнение ( англ . Second Opinion ) — практика получения дополнительной консультации медицинского специалиста по результатам проведенных медицинских исследований
Гиподинамия,"Гиподинами́я ( пониженная подвижность , от греч . ὑπό — « под » и δύνᾰμις — « сила » )"
Определение пола при рождении,Определение пола у человека ( также приписывание пола или назначение пола ) — распознавание пола при рождении ребёнка . Как
Половые гормоны,"Половые гормоны ( гонадостероиды ) — гормоны , обеспечивающие развитие и функционирование имеющих признаки биологического пола живых организмов по мужскому"
Шиацу,"Шиа́цу́ ( яп . 指圧 сиацу , от 指 [ си ] « палец » + 圧 [ ацу ]"
Симультанная агнозия,"Симультанная агнозия — одна из форм зрительных агнозий , характеризующаяся нарушением способности одновременного восприятия нескольких объектов или целой ситуации ."
Сопор,"Со́пор ( от лат . sopor — оцепенение , вялость , сон ; субкома , сопоро́зное состояние , status soporosus"
Спагирия,"Спаги́рия ( греч. , от spao — « извлекаю » и ageiro — « собираю » ) — устаревшее название"
Логопедия,"Логопедия — специальная педагогическая наука о нарушениях речи , способах их предупреждения , выявления и устранения средствами специального обучения и"
Синдром Перегрина,Синдром Перегрина — явление спонтанной регрессии рака без проведения какого-либо противоопухолевого лечения . Регрессия может быть полной — самоизлечение онкобольного
Звезда жизни,"« Звезда жизни » ( англ . Star of Life ) — эмблема службы Экстренной медицинской помощи , которую совместно"
Стеноз,"Стеноз ( др.-греч . στενός — « узкий , тесный » ) или стриктура ( лат . strictura — «"
Мертворождаемость,"Мертворождаемость , также мертворождённость , в соответствии с Приказом Минздравсоцразвития № 1687н в редакции от 2013 года , — рождение"
Чилибуха,"Чилибу́ха , Чилибуха обыкнове́нная , или Рво́тный оре́х ( лат . Strýchnos nux-vómica ) — тропическое листопадное дерево , вид"
Хирургическая бригада,"Хирургическая бригада ( операционная бригада ) — группа медицинского персонала , создаваемая в лечебном учреждении ( на этапе медицинской эвакуации"
Симптом,"Симпто́м ( от др.-греч . σύμπτωμα — « случайность , несчастная случайность , приступ болезни » ) — один из"
Синдром,"Синдро́м ( др.-греч . συνδρομή « стечение , скопление » ; от συν- « с- , со- » + δρόμος"
